Brand Name,Generic Name,Has Boxed Warning,Boxed Warning Details
METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin­ associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin­ associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [ see Warnings and Precautions ( 5.1 ) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration ( 2.3 ), (2.7), Contraindications ( 4 ), Warnings and Precautions ( 5.1 ) ]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [ see Warnings and Precautions ( 5.1 ) ]. WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. ( 5.1 ) Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin­-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) If lactic acidosis is suspected, discontinue metformin hydrochloride tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended. ( 5.1 )"
Metformin HCl,METFORMIN HCL,No,No Boxed Warning
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,No,No Boxed Warning
Fenofibrate,FENOFIBRATE,No,No Boxed Warning
Gemfibrozil,GEMFIBROZIL,No,No Boxed Warning
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,No,No Boxed Warning
METFORMIN HYDROCHLORIDE EXTENDED RELEASE,METFORMIN HYDROCHLORIDE,No,No Boxed Warning
Liraglutide,LIRAGLUTIDE,Yes,"WARNING: RISK OF THYROID C-CELL TUMORS • Liraglutide causes dose-dependent and treatment-duration-dependent thyroid C-cell tumors at clinically relevant exposures in both genders of rats and mice. It is unknown whether liraglutide causes thyroid C-cell tumors, including medullary thyroid carcinoma (MTC), in humans, as the human relevance of liraglutide-induced rodent thyroid C-cell tumors has not been determined [see Warnings and Precautions ( 5.1 ), Nonclinical Toxicology ( 13.1 )] . • Liraglutide is contraindicated in patients with a personal or family history of MTC and in patients with Multiple Endocrine Neoplasia syndrome type 2 (MEN 2). Counsel patients regarding the potential risk for MTC with the use of liraglutide and inform them of symptoms of thyroid tumors (e.g., a mass in the neck, dysphagia, dyspnea, persistent hoarseness). Routine monitoring of serum calcitonin or using thyroid ultrasound is of uncertain value for early detection of MTC in patients treated with liraglutide [see Contraindications ( 4 ), Warnings and Precautions ( 5.1 )] . WARNING: RISK OF THYROID C-CELL TUMORS See full prescribing information for complete boxed warning. • Liraglutide causes thyroid C-cell tumors at clinically relevant exposures in both genders of rats and mice. It is unknown whether liraglutide causes thyroid C-cell tumors, including medullary thyroid carcinoma (MTC), in humans, as the human relevance of liraglutide-induced rodent thyroid C-cell tumors has not been determined ( 5.1 , 13.1 ) . • Liraglutide is contraindicated in patients with a personal or family history of MTC or in patients with Multiple Endocrine Neoplasia syndrome type 2 (MEN 2). Counsel patients regarding the potential risk of MTC and the symptoms of thyroid tumors ( 4 , 5.1 )."
NADOLOL,NADOLOL,No,No Boxed Warning
FELODIPINE,FELODIPINE,No,No Boxed Warning
LISINOPRIL,LISINOPRIL,Yes,"WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue lisinopril as soon as possible [see Warnings and Precautions (5.1) ]. • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue lisinopril as soon as possible. (5.1) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1)"
telmisartan and hydrochlorothiazide,TELMISARTAN AND HYDROCHLOROTHIAZIDE,Yes,"BOXED WARNING WARNING: FETAL TOXICITY When pregnancy is detected, discontinue telmisartan and hydrochlorothiazide as soon as possible [see Warnings and Precautions (5.1) and Use in Specific Populations (8.1)]. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) and Use in Specific Populations (8.1)] . WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning . When pregnancy is detected, discontinue telmisartan and hydrochlorothiazide as soon as possible. (5.1, 8.1) Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. (5.1, 8.1)"
Irbesartan,IRBESARTAN,Yes,"WARNING: FETAL TOXICITY WARNING: FETAL TOXICITY • When pregnancy is detected, discontinue irbesartan tablets as soon as possible [see Warnings and Precautions (5.1) and Use in Specific Populations (8.1) ]. • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ] and Use in Specific Populations (8.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. • When pregnancy is detected, discontinue irbesartan tablets as soon as possible. ( 5.1 , 8.1 ) • Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 , 8.1 )"
Sodium Bicarbonate,SODIUM BICARBONATE,No,No Boxed Warning
Glimepiride,GLIMEPIRIDE,No,No Boxed Warning
spironolactone,SPIRONOLACTONE,No,No Boxed Warning
AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,No,No Boxed Warning
ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,No,No Boxed Warning
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1) ]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Amlodipine Besylate,AMLODIPINE BESYLATE,No,No Boxed Warning
Spironolactone and Hydrochlorothiazide,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,No,No Boxed Warning
Amlodipine Besylate,AMLODIPINE BESYLATE,No,No Boxed Warning
METOPROLOL TARTRATE,METOPROLOL TARTRATE,No,No Boxed Warning
Losartan Potassium,LOSARTAN POTASSIUM,Yes,"WARNING: FETAL TOXICITY When pregnancy is detected, discontinue losartan Potassium tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus [see Warnings and Precautions (5.1)]. WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue losartan potassium tablets as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. ( 5.1 )"
Phentermine Hydrochloride,PHENTERMINE HYDROCHLORIDE,No,No Boxed Warning
Nebivolol,NEBIVOLOL,No,No Boxed Warning
Nifedipine,NIFEDIPINE,No,No Boxed Warning
SPIRONOLACTONE,SPIRONOLACTONE,No,No Boxed Warning
Glipizide,GLIPIZIDE,No,No Boxed Warning
Nateglinide,NATEGLINIDE,No,No Boxed Warning
METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,Yes,"WARNING: LACTIC ACIDOSIS Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. The onset of metformin associated lactic acidosis is often subtle, accompanied only by nonspecific symptoms such as malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Metformin-associated lactic acidosis was characterized by elevated blood lactate levels (>5 mmol/Liter), anion gap acidosis (without evidence of ketonuria or ketonemia), an increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL [ see Warnings and Precautions (5.1) ]. Risk factors for metformin-associated lactic acidosis include renal impairment, concomitant use of certain drugs (e.g. carbonic anhydrase inhibitors such as topiramate), age 65 years old or greater, having a radiological study with contrast, surgery and other procedures, hypoxic states (e.g., acute congestive heart failure), excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided [ see Dosage and Administration (2.3) , (2.7), Contraindications (4) , Warnings and Precautions (5.1) ]. If metformin-associated lactic acidosis is suspected, immediately discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended [ see Warnings and Precautions (5.1) ] WARNING: LACTIC ACIDOSIS See full prescribing information for complete boxed warning. Postmarketing cases of metformin-associated lactic acidosis have resulted in death, hypothermia, hypotension, and resistant bradyarrhythmias. Symptoms included malaise, myalgias, respiratory distress, somnolence, and abdominal pain. Laboratory abnormalities included elevated blood lactate levels, anion gap acidosis, increased lactate/pyruvate ratio; and metformin plasma levels generally >5 mcg/mL. ( 5.1 ) Risk factors include renal impairment, concomitant use of certain drugs, age >65 years old, radiological studies with contrast, surgery and other procedures, hypoxic states, excessive alcohol intake, and hepatic impairment. Steps to reduce the risk of and manage metformin-associated lactic acidosis in these high risk groups are provided in the Full Prescribing Information. ( 5.1 ) If lactic acidosis is suspected, discontinue metformin hydrochloride extended-release tablets and institute general supportive measures in a hospital setting. Prompt hemodialysis is recommended.( 5.1 )"
Zestoretic,LISINOPRIL AND HYDROCHLOROTHIAZIDE,Yes,"WARNING: FETAL TOXICITY See full prescribing information for complete boxed warning. When pregnancy is detected, discontinue ZESTORETIC as soon as possible. Drugs that act directly on the renin-angiotensin system can cause injury and death to the developing fetus. See Warnings: Fetal Toxicity."
Desmopressin Acetate,DESMOPRESSIN ACETATE,No,No Boxed Warning
Torsemide,TORSEMIDE,No,No Boxed Warning
Nebivolol,NEBIVOLOL,No,No Boxed Warning
